model,split_seed,partition,MUNICIP_ID
percap,42,train,2702553
percap,42,train,2516102
percap,42,train,4314753
percap,42,train,2905008
percap,42,train,3533205
percap,42,train,5106752
percap,42,train,2401107
percap,42,train,2505303
percap,42,train,3530805
percap,42,train,3126950
percap,42,train,2612000
percap,42,train,2210391
percap,42,train,3523305
percap,42,train,4215802
percap,42,train,3515905
percap,42,train,3531704
percap,42,train,2926905
percap,42,train,3102506
percap,42,train,2413003
percap,42,train,4318614
percap,42,train,4206306
percap,42,train,1200427
percap,42,train,5212907
percap,42,train,3120508
percap,42,train,2910107
percap,42,train,3157377
percap,42,train,3145000
percap,42,train,1709302
percap,42,train,3147006
percap,42,train,1301506
percap,42,train,2105948
percap,42,train,2709202
percap,42,train,2606101
percap,42,train,3166204
percap,42,train,3301900
percap,42,train,1718006
percap,42,train,4323002
percap,42,train,2906204
percap,42,train,3144607
percap,42,train,3120870
percap,42,train,4127809
percap,42,train,4311429
percap,42,train,2109908
percap,42,train,4125506
percap,42,train,1100262
percap,42,train,2514701
percap,42,train,3162203
percap,42,train,1301951
percap,42,train,1302207
percap,42,train,2616001
percap,42,train,3127503
percap,42,train,2925931
percap,42,train,3170701
percap,42,train,3129301
percap,42,train,3503208
percap,42,train,4103222
percap,42,train,5103437
percap,42,train,3112059
percap,42,train,2106409
percap,42,train,3158102
percap,42,train,5221502
percap,42,train,3534500
percap,42,train,3154200
percap,42,train,2111805
percap,42,train,1500404
percap,42,train,5213707
percap,42,train,2301703
percap,42,train,5211008
percap,42,train,3542503
percap,42,train,4207809
percap,42,train,3161650
percap,42,train,2922656
percap,42,train,2312601
percap,42,train,4209805
percap,42,train,2506400
percap,42,train,2107456
percap,42,train,1720853
percap,42,train,4323309
percap,42,train,4202404
percap,42,train,3105103
percap,42,train,4306007
percap,42,train,3125101
percap,42,train,2414209
percap,42,train,4208005
percap,42,train,2508000
percap,42,train,3135506
percap,42,train,1706001
percap,42,train,2514107
percap,42,train,4121505
percap,42,train,2907905
percap,42,train,3155306
percap,42,train,3139409
percap,42,train,2922508
percap,42,train,3136959
percap,42,train,4309126
percap,42,train,4313441
percap,42,train,4304713
percap,42,train,4127106
percap,42,train,2804300
percap,42,train,3553906
percap,42,train,4128658
percap,42,train,2202000
percap,42,train,3521606
percap,42,train,3553856
percap,42,train,3162906
percap,42,train,2403251
percap,42,train,3202603
percap,42,train,2609501
percap,42,train,1507961
percap,42,train,3513900
percap,42,train,2903409
percap,42,train,1713957
percap,42,train,1720655
percap,42,train,3110103
percap,42,train,4206702
percap,42,train,4305959
percap,42,train,4215406
percap,42,train,2901304
percap,42,train,2308807
percap,42,train,3119708
percap,42,train,5204409
percap,42,train,3137809
percap,42,train,5203104
percap,42,train,2907806
percap,42,train,4311734
percap,42,train,2209872
percap,42,train,2406403
percap,42,train,3129400
percap,42,train,4201307
percap,42,train,3507704
percap,42,train,3520103
percap,42,train,1101005
percap,42,train,1507300
percap,42,train,2207751
percap,42,train,5204706
percap,42,train,3202454
percap,42,train,2611408
percap,42,train,3125002
percap,42,train,2926301
percap,42,train,3114907
percap,42,train,4128104
percap,42,train,3205309
percap,42,train,4210555
percap,42,train,4114203
percap,42,train,4208500
percap,42,train,3169802
percap,42,train,3160959
percap,42,train,4323754
percap,42,train,5216809
percap,42,train,4308433
percap,42,train,3301504
percap,42,train,1719004
percap,42,train,3129004
percap,42,train,5100201
percap,42,train,3146701
percap,42,train,3114204
percap,42,train,3503604
percap,42,train,3109451
percap,42,train,2921104
percap,42,train,2205151
percap,42,train,2105427
percap,42,train,4124806
percap,42,train,3170057
percap,42,train,2801009
percap,42,train,3113305
percap,42,train,2110039
percap,42,train,3152170
percap,42,train,2924306
percap,42,train,2308401
percap,42,train,3539301
percap,42,train,2922409
percap,42,train,2309904
percap,42,train,3554508
percap,42,train,2912608
percap,42,train,2412401
percap,42,train,4101705
percap,42,train,4126256
percap,42,train,3165800
percap,42,train,3153608
percap,42,train,4302378
percap,42,train,1717909
percap,42,train,2506707
percap,42,train,5106455
percap,42,train,2802700
percap,42,train,4128633
percap,42,train,3541000
percap,42,train,3546009
percap,42,train,3202405
percap,42,train,2413557
percap,42,train,1506005
percap,42,train,3304300
percap,42,train,4315131
percap,42,train,2210706
percap,42,train,4128302
percap,42,train,2513653
percap,42,train,3133709
percap,42,train,2908903
percap,42,train,2514651
percap,42,train,1506351
percap,42,train,3537909
percap,42,train,4317905
percap,42,train,3504305
percap,42,train,1502764
percap,42,train,2410405
percap,42,train,2507101
percap,42,train,3150208
percap,42,train,2201929
percap,42,train,2103505
percap,42,train,2926202
percap,42,train,2405504
percap,42,train,2801900
percap,42,train,3135100
percap,42,train,3524501
percap,42,train,3114600
percap,42,train,2929800
percap,42,train,1707553
percap,42,train,3539707
percap,42,train,3529708
percap,42,train,4219606
percap,42,train,3163904
percap,42,train,2105203
percap,42,train,5006275
percap,42,train,3511904
percap,42,train,2310803
percap,42,train,3152402
percap,42,train,3510708
percap,42,train,3540754
percap,42,train,2604908
percap,42,train,2701209
percap,42,train,3556206
percap,42,train,3513603
percap,42,train,4323507
percap,42,train,3525300
percap,42,train,5216908
percap,42,train,1504604
percap,42,train,1400100
percap,42,train,2503555
percap,42,train,2802106
percap,42,train,3520301
percap,42,train,3131208
percap,42,train,3200201
percap,42,train,2204352
percap,42,train,4301701
percap,42,train,4126900
percap,42,train,2110203
percap,42,train,4212700
percap,42,train,2503605
percap,42,train,3166808
percap,42,train,2500700
percap,42,train,1704105
percap,42,train,1507706
percap,42,train,5007703
percap,42,train,1504802
percap,42,train,2921054
percap,42,train,4205159
percap,42,train,5107578
percap,42,train,3125507
percap,42,train,3169208
percap,42,train,1704600
percap,42,train,4211702
percap,42,train,2105807
percap,42,train,5220207
percap,42,train,5107107
percap,42,train,1506906
percap,42,train,2928109
percap,42,train,4306056
percap,42,train,2918100
percap,42,train,2916104
percap,42,train,2107605
percap,42,train,2510808
percap,42,train,2505352
percap,42,train,3156106
percap,42,train,2914208
percap,42,train,2805000
percap,42,train,3100906
percap,42,train,3170909
percap,42,train,3117702
percap,42,train,3502408
percap,42,train,5201207
percap,42,train,3545506
percap,42,train,1301159
percap,42,train,3126505
percap,42,train,4314779
percap,42,train,3162807
percap,42,train,2105351
percap,42,train,1400027
percap,42,train,4210902
percap,42,train,2917409
percap,42,train,4305504
percap,42,train,2801108
percap,42,train,3204708
percap,42,train,4201950
percap,42,train,2509602
percap,42,train,3522307
percap,42,train,5001003
percap,42,train,4311809
percap,42,train,2603702
percap,42,train,2505279
percap,42,train,5003488
percap,42,train,2605509
percap,42,train,3124401
percap,42,train,2611705
percap,42,train,3518404
percap,42,train,2414407
percap,42,train,5108857
percap,42,train,4120507
percap,42,train,4109203
percap,42,train,1304260
percap,42,train,4322301
percap,42,train,4116307
percap,42,train,4305116
percap,42,train,2303931
percap,42,train,3538204
percap,42,train,1100379
percap,42,train,4312500
percap,42,train,5105150
percap,42,train,4123402
percap,42,train,3150307
percap,42,train,4120655
percap,42,train,2918308
percap,42,train,4202453
percap,42,train,5100805
percap,42,train,2412609
percap,42,train,2906501
percap,42,train,2804508
percap,42,train,2505907
percap,42,train,4308508
percap,42,train,3156403
percap,42,train,2304350
percap,42,train,4323457
percap,42,train,5103361
percap,42,train,2902708
percap,42,train,3160801
percap,42,train,3136603
percap,42,train,2206902
percap,42,train,4317400
percap,42,train,2909406
percap,42,train,3544400
percap,42,train,2600609
percap,42,train,4206504
percap,42,train,2210623
percap,42,train,4200556
percap,42,train,1500131
percap,42,train,2402600
percap,42,train,4208807
percap,42,train,1505403
percap,42,train,2311702
percap,42,train,2311603
percap,42,train,4215695
percap,42,train,3501608
percap,42,train,4211900
percap,42,train,2923100
percap,42,train,4108809
percap,42,train,2924009
percap,42,train,2203206
percap,42,train,3101102
percap,42,train,3542305
percap,42,train,3304904
percap,42,train,2105500
percap,42,train,3523008
percap,42,train,4215109
percap,42,train,2616183
percap,42,train,5107404
percap,42,train,2106755
percap,42,train,2408508
percap,42,train,5002001
percap,42,train,4115739
percap,42,train,2603009
percap,42,train,4210100
percap,42,train,2914406
percap,42,train,1705102
percap,42,train,3557105
percap,42,train,1700301
percap,42,train,3168408
percap,42,train,4320909
percap,42,train,5300108
percap,42,train,4204707
percap,42,train,3555406
percap,42,train,3555703
percap,42,train,5212709
percap,42,train,2203750
percap,42,train,3200102
percap,42,train,5107750
percap,42,train,1101302
percap,42,train,3507902
percap,42,train,3161502
percap,42,train,2910701
percap,42,train,5006200
percap,42,train,1505536
percap,42,train,2926400
percap,42,train,3123528
percap,42,train,3501004
percap,42,train,2516706
percap,42,train,3200904
percap,42,train,2108900
percap,42,train,1100205
percap,42,train,5206701
percap,42,train,3149408
percap,42,train,2103406
percap,42,train,2616209
percap,42,train,3305208
percap,42,train,2202737
percap,42,train,2104677
percap,42,train,2303402
percap,42,train,5214705
percap,42,train,1501451
percap,42,train,3513009
percap,42,train,2701308
percap,42,train,2901502
percap,42,train,2916856
percap,42,train,3534203
percap,42,train,1300904
percap,42,train,1703800
percap,42,train,5207501
percap,42,train,3168200
percap,42,train,1700251
percap,42,train,1300607
percap,42,train,2708501
percap,42,train,4218707
percap,42,train,2912202
percap,42,train,2413706
percap,42,train,3302502
percap,42,train,3121258
percap,42,train,3161106
percap,42,train,4208203
percap,42,train,3167301
percap,42,train,1504307
percap,42,train,3543808
percap,42,train,2110302
percap,42,train,4322509
percap,42,train,1504406
percap,42,train,3547908
percap,42,train,5200209
percap,42,train,3123858
percap,42,train,2204204
percap,42,train,2509206
percap,42,train,2301257
percap,42,train,3101631
percap,42,train,2512077
percap,42,train,2301208
percap,42,train,4110102
percap,42,train,3504404
percap,42,train,2702009
percap,42,train,4313508
percap,42,train,1300805
percap,42,train,3302858
percap,42,train,2919603
percap,42,train,2911105
percap,42,train,5004304
percap,42,train,4126009
percap,42,train,3151602
percap,42,train,3511409
percap,42,train,3526902
percap,42,train,2303105
percap,42,train,3528908
percap,42,train,3145851
percap,42,train,2904209
percap,42,train,2702405
percap,42,train,2603801
percap,42,train,2100204
percap,42,train,5218904
percap,42,train,2915908
percap,42,train,3123809
percap,42,train,1100015
percap,42,train,2924678
percap,42,train,2111300
percap,42,train,4217402
percap,42,train,4108551
percap,42,train,1200385
percap,42,train,4318408
percap,42,train,4104709
percap,42,train,4117305
percap,42,train,3532801
percap,42,train,2207801
percap,42,train,2708907
percap,42,train,3137403
percap,42,train,4216701
percap,42,train,5220405
percap,42,train,2311108
percap,42,train,4301925
percap,42,train,3168606
percap,42,train,4305355
percap,42,train,2406809
percap,42,train,5106703
percap,42,train,1702158
percap,42,train,2202729
percap,42,train,2309607
percap,42,train,2101301
percap,42,train,4123956
percap,42,train,4107652
percap,42,train,3122009
percap,42,train,2807105
percap,42,train,4306353
percap,42,train,3120805
percap,42,train,3110004
percap,42,train,2208551
percap,42,train,3502754
percap,42,train,3516408
percap,42,train,1707306
percap,42,train,1101435
percap,42,train,4123006
percap,42,train,1720804
percap,42,train,5107743
percap,42,train,4310702
percap,42,train,1303908
percap,42,train,3556602
percap,42,train,2410306
percap,42,train,3304524
percap,42,train,3102407
percap,42,train,4307815
percap,42,train,1703057
percap,42,train,3111804
percap,42,train,4123303
percap,42,train,3200805
percap,42,train,3546603
percap,42,train,2304277
percap,42,train,2615102
percap,42,train,3306156
percap,42,train,2210805
percap,42,train,4200606
percap,42,train,2211308
percap,42,train,3506607
percap,42,train,2516151
percap,42,train,3123700
percap,42,train,4112108
percap,42,train,5007695
percap,42,train,4313466
percap,42,train,5205406
percap,42,train,5221007
percap,42,train,2602100
percap,42,train,4313060
percap,42,train,2927507
percap,42,train,5200829
percap,42,train,2411007
percap,42,train,4321451
percap,42,train,3156908
percap,42,train,4212270
percap,42,train,3117900
percap,42,train,2511509
percap,42,train,2308104
percap,42,train,2409308
percap,42,train,3505104
percap,42,train,1502004
percap,42,train,2911501
percap,42,train,3532157
percap,42,train,1506559
percap,42,train,5220504
percap,42,train,4108205
percap,42,train,4212502
percap,42,train,3516507
percap,42,train,3507803
percap,42,train,3162708
percap,42,train,4103602
percap,42,train,3507308
percap,42,train,5108105
percap,42,train,3145901
percap,42,train,4124202
percap,42,train,5002308
percap,42,train,3519303
percap,42,train,4320321
percap,42,train,3523404
percap,42,train,2312700
percap,42,train,4126405
percap,42,train,2931004
percap,42,train,4323606
percap,42,train,2513000
percap,42,train,3133006
percap,42,train,2600054
percap,42,train,2406106
percap,42,train,4310306
percap,42,train,2907558
percap,42,train,2802304
percap,42,train,5202809
percap,42,train,2910008
percap,42,train,4312708
percap,42,train,4209003
percap,42,train,3124807
percap,42,train,2914604
percap,42,train,2608909
percap,42,train,1400233
percap,42,train,3204955
percap,42,train,2513307
percap,42,train,3503802
percap,42,train,4300471
percap,42,train,5214804
percap,42,train,2406205
percap,42,train,1303957
percap,42,train,2300606
percap,42,train,2804607
percap,42,train,3112307
percap,42,train,4105904
percap,42,train,3163003
percap,42,train,5221577
percap,42,train,3515400
percap,42,train,2406155
percap,42,train,3132701
percap,42,train,3532009
percap,42,train,4122909
percap,42,train,2200806
percap,42,train,5213905
percap,42,train,2923407
percap,42,train,4312617
percap,42,train,2304103
percap,42,train,3157203
percap,42,train,3162104
percap,42,train,5101209
percap,42,train,4302204
percap,42,train,1710904
percap,42,train,4209607
percap,42,train,5003256
percap,42,train,2502102
percap,42,train,2611507
percap,42,train,2100600
percap,42,train,4300505
percap,42,train,4205001
percap,42,train,2210383
percap,42,train,4115804
percap,42,train,2905503
percap,42,train,5103957
percap,42,train,3503307
percap,42,train,2208874
percap,42,train,3302452
percap,42,train,4314472
percap,42,train,4312203
percap,42,train,5209101
percap,42,train,3161304
percap,42,train,1505007
percap,42,train,5103205
percap,42,train,2203503
percap,42,train,5104104
percap,42,train,1503804
percap,42,train,2410207
percap,42,train,3167905
percap,42,train,3555802
percap,42,train,2313302
percap,42,train,2106904
percap,42,train,3126802
percap,42,train,3520400
percap,42,train,2406007
percap,42,train,2303659
percap,42,train,3124500
percap,42,train,5221858
percap,42,train,4305801
percap,42,train,2928000
percap,42,train,1718451
percap,42,train,4314456
percap,42,train,2513158
percap,42,train,3101409
percap,42,train,3159704
percap,42,train,3154804
percap,42,train,3527702
percap,42,train,4314068
percap,42,train,4309803
percap,42,train,3137502
percap,42,train,4200408
percap,42,train,4123204
percap,42,train,2403004
percap,42,train,4303673
percap,42,train,3167707
percap,42,train,3300233
percap,42,train,3508603
percap,42,train,3171709
percap,42,train,3504909
percap,42,train,3538303
percap,42,train,4127304
percap,42,train,3545159
percap,42,train,3301207
percap,42,train,3542701
percap,42,train,3545704
percap,42,train,3508801
percap,42,train,1100908
percap,42,train,3142106
percap,42,train,4303509
percap,42,train,3118304
percap,42,train,4323200
percap,42,train,2801603
percap,42,train,2804805
percap,42,train,1711902
percap,42,train,3169505
percap,42,train,4318440
percap,42,train,3104908
percap,42,train,3103801
percap,42,train,2926509
percap,42,train,3112406
percap,42,train,4316204
percap,42,train,4211751
percap,42,train,4303806
percap,42,train,5205000
percap,42,train,2109270
percap,42,train,3525409
percap,42,train,2615300
percap,42,train,3516309
percap,42,train,1300508
percap,42,train,4207684
percap,42,train,2911857
percap,42,train,4118907
percap,42,train,2932457
percap,42,train,3512704
percap,42,train,2705408
percap,42,train,2201556
percap,42,train,3104304
percap,42,train,3504008
percap,42,train,1100023
percap,42,train,4314464
percap,42,train,3136207
percap,42,train,4104600
percap,42,train,2601805
percap,42,train,3556354
percap,42,train,2610400
percap,42,train,3159100
percap,42,train,3137205
percap,42,train,4103503
percap,42,train,3525102
percap,42,train,4316006
percap,42,train,2912400
percap,42,train,4120150
percap,42,train,2402105
percap,42,train,3551603
percap,42,train,3303500
percap,42,train,4214904
percap,42,train,4314902
percap,42,train,5000856
percap,42,train,2805505
percap,42,train,2209807
percap,42,train,3111200
percap,42,train,2104701
percap,42,train,2200459
percap,42,train,3519808
percap,42,train,2503407
percap,42,train,2908200
percap,42,train,4103370
percap,42,train,4322533
percap,42,train,3536406
percap,42,train,3149507
percap,42,train,2102200
percap,42,train,2929370
percap,42,train,2200103
percap,42,train,2308708
percap,42,train,1702703
percap,42,train,3143450
percap,42,train,2106706
percap,42,train,3140704
percap,42,train,2932101
percap,42,train,5106109
percap,42,train,2701902
percap,42,train,2601409
percap,42,train,3555604
percap,42,train,3304110
percap,42,train,2302909
percap,42,train,3502705
percap,42,train,3300704
percap,42,train,3152131
percap,42,train,2932200
percap,42,train,4105805
percap,42,train,2905107
percap,42,train,3526100
percap,42,train,3171303
percap,42,train,2612802
percap,42,train,2505204
percap,42,train,3127339
percap,42,train,3126000
percap,42,train,2111052
percap,42,train,4217956
percap,42,train,3161700
percap,42,train,4306924
percap,42,train,4310439
percap,42,train,4304630
percap,42,train,3508306
percap,42,train,4315800
percap,42,train,2414456
percap,42,train,4307906
percap,42,train,3535200
percap,42,train,4314209
percap,42,train,3537107
percap,42,train,3111507
percap,42,train,3133758
percap,42,train,3169406
percap,42,train,2202109
percap,42,train,4116059
percap,42,train,2900900
percap,42,train,2409803
percap,42,train,2614501
percap,42,train,5214861
percap,42,train,3150505
percap,42,train,3154705
percap,42,train,2512903
percap,42,train,2610301
percap,42,train,3548302
percap,42,train,2305803
percap,42,train,5204557
percap,42,train,3108503
percap,42,train,5215009
percap,42,train,1709005
percap,42,train,2312304
percap,42,train,2605608
percap,42,train,2914802
percap,42,train,4321006
percap,42,train,5215256
percap,42,train,2206506
percap,42,train,2111904
percap,42,train,3105509
percap,42,train,2933000
percap,42,train,2800209
percap,42,train,2201988
percap,42,train,5212303
percap,42,train,3543303
percap,42,train,1200351
percap,42,train,5003454
percap,42,train,2101772
percap,42,train,2917805
percap,42,train,2804458
percap,42,train,1500800
percap,42,train,2405405
percap,42,train,2311009
percap,42,train,4304705
percap,42,train,5105507
percap,42,train,2412203
percap,42,train,1716208
percap,42,train,2411908
percap,42,train,1503606
percap,42,train,5104609
percap,42,train,2800670
percap,42,train,2600807
percap,42,train,4318424
percap,42,train,1503408
percap,42,train,3147600
percap,42,train,3547403
percap,42,train,3126307
percap,42,train,4306502
percap,42,train,4219200
percap,42,train,1505700
percap,42,train,4208401
percap,42,train,2923357
percap,42,train,2907301
percap,42,train,3165552
percap,42,train,1504422
percap,42,train,2509339
percap,42,train,2109007
percap,42,train,2201572
percap,42,train,2933059
percap,42,train,3530201
percap,42,train,3306305
percap,42,train,3201308
percap,42,train,2409332
percap,42,train,3203346
percap,42,train,4309704
percap,42,train,2207207
percap,42,train,2906402
percap,42,train,3115300
percap,42,train,3164407
percap,42,train,2607208
percap,42,train,3130606
percap,42,train,2922805
percap,42,train,2106607
percap,42,train,2806107
percap,42,train,4117909
percap,42,train,3158508
percap,42,train,3510203
percap,42,train,2512408
percap,42,train,3146602
percap,42,train,3117876
percap,42,train,4113908
percap,42,train,4209458
percap,42,train,3149150
percap,42,train,4312054
percap,42,train,2706208
percap,42,train,4103008
percap,42,train,2607505
percap,42,train,2925402
percap,42,train,2804201
percap,42,train,3503000
percap,42,train,2511707
percap,42,train,2709004
percap,42,train,3303401
percap,42,train,4310553
percap,42,train,2701803
percap,42,train,4316303
percap,42,train,2303709
percap,42,train,4215356
percap,42,train,3120201
percap,42,train,1300706
percap,42,train,3150158
percap,42,train,5209903
percap,42,train,3130507
percap,42,train,4322541
percap,42,train,4310330
percap,42,train,4112405
percap,42,train,2105658
percap,42,train,1715101
percap,42,train,2612505
percap,42,train,2412906
percap,42,train,3138674
percap,42,train,2906709
percap,42,train,2501153
percap,42,train,1507466
percap,42,train,4311239
percap,42,train,2913408
percap,42,train,4128534
percap,42,train,3501202
percap,42,train,2506806
percap,42,train,2105153
percap,42,train,3205101
percap,42,train,5003157
percap,42,train,3524600
percap,42,train,2807402
percap,42,train,3152501
percap,42,train,4215505
percap,42,train,2203354
percap,42,train,5218391
percap,42,train,3305752
percap,42,train,4105102
percap,42,train,5106372
percap,42,train,3118205
percap,42,train,2206100
percap,42,train,2704906
percap,42,train,3145356
percap,42,train,4108502
percap,42,train,4200200
percap,42,train,2513927
percap,42,train,3132404
percap,42,train,3135407
percap,42,train,5208301
percap,42,train,2306702
percap,42,train,2313005
percap,42,train,3201407
percap,42,train,2912905
percap,42,train,3116308
percap,42,train,3167400
percap,42,train,4210803
percap,42,train,1501006
percap,42,train,3168101
percap,42,train,3520806
percap,42,train,3106200
percap,42,train,2412005
percap,42,train,2204808
percap,42,train,2506004
percap,42,train,4104105
percap,42,train,2908408
percap,42,train,4100905
percap,42,train,4317004
percap,42,train,3202652
percap,42,train,4201000
percap,42,train,1718501
percap,42,train,2407203
percap,42,train,3521309
percap,42,train,2926608
percap,42,train,5222203
percap,42,train,2301802
percap,42,train,2510204
percap,42,train,3537404
percap,42,train,2313609
percap,42,train,5008305
percap,42,train,3132206
percap,42,train,2933406
percap,42,train,2101707
percap,42,train,3544251
percap,42,train,2507804
percap,42,train,4115309
percap,42,train,3546306
percap,42,train,3106804
percap,42,train,3527801
percap,42,train,4218855
percap,42,train,4322350
percap,42,train,3546801
percap,42,train,3129509
percap,42,train,1703842
percap,42,train,2508109
percap,42,train,3522208
percap,42,train,1506195
percap,42,train,2906873
percap,42,train,5104807
percap,42,train,2501104
percap,42,train,4121307
percap,42,train,2209104
percap,42,train,2311207
percap,42,train,3151206
percap,42,train,3545209
percap,42,train,5209291
percap,42,train,3159209
percap,42,train,2902054
percap,42,train,4310579
percap,42,train,2406700
percap,42,train,3503406
percap,42,train,2610905
percap,42,train,5215702
percap,42,train,2605459
percap,42,train,3153301
percap,42,train,2210375
percap,42,train,4109757
percap,42,train,4206405
percap,42,train,3152105
percap,42,train,3200169
percap,42,train,5207253
percap,42,train,2923050
percap,42,train,5219712
percap,42,train,4202156
percap,42,train,1600212
percap,42,train,3107604
percap,42,train,2400505
percap,42,train,2306306
percap,42,train,1501204
percap,42,train,2413102
percap,42,train,2510006
percap,42,train,4302253
percap,42,train,4214201
percap,42,train,3122900
percap,42,train,5007505
percap,42,train,1702554
percap,42,train,2612109
percap,42,train,4205456
percap,42,train,4107405
percap,42,train,2311504
percap,42,train,4111308
percap,42,train,3122207
percap,42,train,2108009
percap,42,train,5200134
percap,42,train,4310363
percap,42,train,4316402
percap,42,train,3529401
percap,42,train,4213906
percap,42,train,2408904
percap,42,train,3169604
percap,42,train,3145109
percap,42,train,2410108
percap,42,train,2912301
percap,42,train,5107768
percap,42,train,3108800
percap,42,train,2207504
percap,42,train,4211009
percap,42,train,3133105
percap,42,train,3142908
percap,42,train,2502003
percap,42,train,1718881
percap,42,train,4323101
percap,42,train,4211892
percap,42,train,1200401
percap,42,train,2114007
percap,42,train,2920809
percap,42,train,4119657
percap,42,train,2202901
percap,42,train,4205605
percap,42,train,3121506
percap,42,train,3527009
percap,42,train,3144375
percap,42,train,2104404
percap,42,train,4128500
percap,42,train,3120904
percap,42,train,5206206
percap,42,train,2802908
percap,42,train,3515301
percap,42,train,2905305
percap,42,train,2510907
percap,42,train,3205069
percap,42,train,2911907
percap,42,train,2310852
percap,42,train,1200609
percap,42,train,3535101
percap,42,train,2112506
percap,42,train,4102703
percap,42,train,3517703
percap,42,train,3138682
percap,42,train,1506708
percap,42,train,5107297
percap,42,train,2515500
percap,42,train,5205471
percap,42,train,5205497
percap,42,train,2904308
percap,42,train,2701100
percap,42,train,3164100
percap,42,train,2506608
percap,42,train,2703759
percap,42,train,4304606
percap,42,train,2104206
percap,42,train,4319703
percap,42,train,3102902
percap,42,train,3201209
percap,42,train,4309001
percap,42,train,4203204
percap,42,train,2905206
percap,42,train,3146255
percap,42,train,4319125
percap,42,train,4306759
percap,42,train,5106828
percap,42,train,3162609
percap,42,train,3164803
percap,42,train,3528106
percap,42,train,3104452
percap,42,train,4310413
percap,42,train,1500602
percap,42,train,2412807
percap,42,train,2313203
percap,42,train,3524808
percap,42,train,5005251
percap,42,train,4319406
percap,42,train,4126108
percap,42,train,4314050
percap,42,train,2905404
percap,42,train,2502052
percap,42,train,2601052
percap,42,train,3154150
percap,42,train,4117222
percap,42,train,3120409
percap,42,train,4103404
percap,42,train,2101731
percap,42,train,1200179
percap,42,train,3123601
percap,42,train,2411106
percap,42,train,2805109
percap,42,train,5207535
percap,42,train,3203320
percap,42,train,3129608
percap,42,train,4303400
percap,42,train,2414001
percap,42,train,4207759
percap,42,train,1400308
percap,42,train,4202057
percap,42,train,1714302
percap,42,train,3514403
percap,42,train,2612307
percap,42,train,2906105
percap,42,train,5208905
percap,42,train,3509502
percap,42,train,5205513
percap,42,train,2507200
percap,42,train,3128303
percap,42,train,3130556
percap,42,train,4306106
percap,42,train,3536257
percap,42,train,3122801
percap,42,train,2101608
percap,42,train,2401859
percap,42,train,3524105
percap,42,train,3114709
percap,42,train,4320677
percap,42,train,4106001
percap,42,train,2302305
percap,42,train,4207403
percap,42,train,4118709
percap,42,train,2707800
percap,42,train,3203700
percap,42,train,3535507
percap,42,train,3542008
percap,42,train,3170578
percap,42,train,4202537
percap,42,train,2616506
percap,42,train,3139904
percap,42,train,4313391
percap,42,train,3121902
percap,42,train,1717503
percap,42,train,3514601
percap,42,train,4314027
percap,42,train,3521903
percap,42,train,2907400
percap,42,train,4122156
percap,42,train,4323358
percap,42,train,3501905
percap,42,train,4206900
percap,42,train,2108058
percap,42,train,4111506
percap,42,train,2111201
percap,42,train,2705002
percap,42,train,4116604
percap,42,train,2300150
percap,42,train,3305505
percap,42,train,2104008
percap,42,train,4300802
percap,42,train,1400407
percap,42,train,5007208
percap,42,train,4202081
percap,42,train,3301801
percap,42,train,2109304
percap,42,train,3136306
percap,42,train,2920700
percap,42,train,1300839
percap,42,train,2404200
percap,42,train,3201159
percap,42,train,5107701
percap,42,train,1301704
percap,42,train,5200555
percap,42,train,2305266
percap,42,train,3134905
percap,42,train,3305133
percap,42,train,4117453
percap,42,train,4204202
percap,42,train,1100189
percap,42,train,1703602
percap,42,train,2102754
percap,42,train,2516409
percap,42,train,3169356
percap,42,train,2109502
percap,42,train,3204203
percap,42,train,2513604
percap,42,train,2210631
percap,42,train,2919900
percap,42,train,3549409
percap,42,train,4120309
percap,42,train,3157252
percap,42,train,1717206
percap,42,train,2907509
percap,42,train,3524907
percap,42,train,2312106
percap,42,train,4116703
percap,42,train,3556503
percap,42,train,3109204
percap,42,train,3552106
percap,42,train,1302108
percap,42,train,4315008
percap,42,train,2205573
percap,42,train,2906006
percap,42,train,2929206
percap,42,train,4217006
percap,42,train,2914703
percap,42,train,3533403
percap,42,train,3524709
percap,42,train,2507705
percap,42,train,4317202
percap,42,train,3121704
percap,42,train,4300877
percap,42,train,2408706
percap,42,train,4312674
percap,42,train,3116001
percap,42,train,3520202
percap,42,train,3510906
percap,42,train,4107900
percap,42,train,4208906
percap,42,train,2512804
percap,42,train,4320453
percap,42,train,1712702
percap,42,train,1705607
percap,42,train,2611804
percap,42,train,2614105
percap,42,train,2410603
percap,42,train,3509809
percap,42,train,3150570
percap,42,train,3147204
percap,42,train,4318705
percap,42,train,3513207
percap,42,train,4311205
percap,42,train,5214507
percap,42,train,3524402
percap,42,train,2111029
percap,42,train,2208502
percap,42,train,2501609
percap,42,train,2910503
percap,42,train,4203956
percap,42,train,1703073
percap,42,train,1722107
percap,42,train,4113007
percap,42,train,3129657
percap,42,train,2901155
percap,42,train,4302105
percap,42,train,3515152
percap,42,train,3160405
percap,42,train,3140605
percap,42,train,5103056
percap,42,train,2514602
percap,42,train,4115457
percap,42,train,2708600
percap,42,train,5004403
percap,42,train,4317251
percap,42,train,3129202
percap,42,train,4200903
percap,42,train,3549300
percap,42,train,3201803
percap,42,train,2311801
percap,42,train,3507753
percap,42,train,3519907
percap,42,train,4321477
percap,42,train,3156452
percap,42,train,4308656
